0.000000	12756000.000000	0.000000	0.000000	0.000000	0.230588	128468595.247126 
1.000000	12756000.000000	0.230588	128468595.247126	0.000000	0.230588	128468595.247126 
2.000000	12756000.000000	0.461176	256937190.494252	0.000000	0.230588	128468595.247126 
3.000000	12756000.000000	0.691764	385405785.741377	0.000000	0.230588	128468595.247126 
4.000000	12756000.000000	0.922351	513874380.988503	0.000000	0.230588	128468595.247126 
5.000000	12756000.000000	1.152939	642342976.235629	0.000000	0.230588	128468595.247126 
6.000000	12756000.000000	1.383527	770811571.482755	0.000000	0.230588	128468595.247126 
7.000000	12756000.000000	1.614115	899280166.729880	0.000000	0.230588	128468595.247126 
8.000000	12756000.000000	1.844703	1027748761.977006	0.000000	0.230588	128468595.247126 
9.000000	12756000.000000	2.075291	1156217357.224132	0.000000	0.230588	128468595.247126 
10.000000	12756000.000000	2.305879	1284685952.471258	0.000000	0.230588	128468595.247126 
11.000000	12756000.000000	2.536466	1413154547.718383	0.000000	0.230588	128468595.247126 
12.000000	12756000.000000	2.767054	1541623142.965509	0.000000	0.230588	128468595.247126 
13.000000	12756000.000000	2.997642	1670091738.212635	0.000000	0.230588	128468595.247126 
14.000000	12756000.000000	3.228230	1798560333.459761	0.000000	0.230588	128468595.247126 
15.000000	12756000.000000	3.458818	1927028928.706886	0.000000	0.230588	128468595.247126 
16.000000	12756000.000000	3.689406	2055497523.954012	0.000000	0.230588	128468595.247126 
17.000000	12756000.000000	3.919994	2183966119.201138	0.000000	0.230588	128468595.247126 
18.000000	12756000.000000	4.150582	2312434714.448264	0.000000	0.230588	128468595.247126 
19.000000	12756000.000000	4.381169	2440903309.695390	0.000000	0.230588	128468595.247126 
20.000000	12756000.000000	4.611757	2569371904.942515	0.000000	0.230588	128468595.247126 
21.000000	12756000.000000	4.842345	2697840500.189641	0.000000	0.230588	128468595.247126 
22.000000	12756000.000000	5.072933	2826309095.436767	0.000000	0.230588	128468595.247126 
23.000000	12756000.000000	5.303521	2954777690.683893	0.000000	0.230588	128468595.247126 
24.000000	12756000.000000	5.534109	3083246285.931019	0.000000	0.230588	128468595.247126 
25.000000	12756000.000000	5.764697	3211714881.178145	0.000000	0.230588	128468595.247126 
26.000000	12756000.000000	5.995284	3340183476.425271	0.000000	0.230588	128468595.247126 
27.000000	12756000.000000	6.225872	3468652071.672397	0.000000	0.230588	128468595.247126 
28.000000	12756000.000000	6.456460	3597120666.919522	0.000000	0.230588	128468595.247126 
29.000000	12756000.000000	6.687048	3725589262.166648	0.000000	0.230588	128468595.247126 
30.000000	12756000.000000	6.917636	3854057857.413774	0.000000	0.230588	128468595.247126 
31.000000	12756000.000000	7.148224	3982526452.660900	0.000000	0.230588	128468595.247126 
32.000000	12756000.000000	7.378812	4110995047.908026	0.000000	0.230588	128468595.247126 
33.000000	12756000.000000	7.609399	4239463643.155152	0.000000	0.230588	128468595.247126 
34.000000	12756000.000000	7.839987	4367932238.402277	0.000000	0.230588	128468595.247126 
35.000000	12756000.000000	8.070575	4496400833.649404	0.000000	0.230588	128468595.247126 
36.000000	12756000.000000	8.301163	4624869428.896528	0.000000	0.230588	128468595.247126 
37.000000	12756000.000000	8.531751	4753338024.143655	0.000000	0.230588	128468595.247126 
38.000000	12756000.000000	8.762339	4881806619.390779	0.000000	0.230588	128468595.247126 
39.000000	12756000.000000	8.992927	5010275214.637906	0.000000	0.230588	128468595.247126 
40.000000	12756000.000000	9.223514	5138743809.885031	0.000000	0.230588	128468595.247126 
41.000000	12756000.000000	9.454102	5267212405.132157	0.000000	0.230588	128468595.247126 
42.000000	12756000.000000	9.684690	5395681000.379282	0.000000	0.230588	128468595.247126 
43.000000	12756000.000000	9.915278	5524149595.626409	0.000000	0.230588	128468595.247126 
44.000000	12756000.000000	10.145866	5652618190.873533	0.000000	0.230588	128468595.247126 
45.000000	12756000.000000	10.376454	5781086786.120660	0.000000	0.230588	128468595.247126 
46.000000	12756000.000000	10.607042	5909555381.367785	0.000000	0.230588	128468595.247126 
47.000000	12756000.000000	10.837630	6038023976.614911	0.000000	0.230588	128468595.247126 
48.000000	12756000.000000	11.068217	6166492571.862036	0.000000	0.230588	128468595.247126 
49.000000	12756000.000000	11.298805	6294961167.109162	0.000000	0.230588	128468595.247126 
50.000000	12756000.000000	11.529393	6423429762.356287	0.000000	0.230588	128468595.247126 
51.000000	12756000.000000	11.759981	6551898357.603414	0.000000	0.230588	128468595.247126 
52.000000	12756000.000000	11.990569	6680366952.850538	0.000000	0.230588	128468595.247126 
53.000000	12756000.000000	12.221157	6808835548.097665	0.000000	0.230588	128468595.247126 
54.000000	12756000.000000	12.451745	6937304143.344790	0.000000	0.230588	128468595.247126 
55.000000	12756000.000000	12.682332	7065772738.591916	0.000000	0.230588	128468595.247126 
56.000000	12756000.000000	12.912920	7194241333.839041	0.000000	0.230588	128468595.247126 
57.000000	12756000.000000	13.143508	7322709929.086167	0.000000	0.230588	128468595.247126 
58.000000	12756000.000000	13.374096	7451178524.333292	0.000000	0.230588	128468595.247126 
59.000000	12756000.000000	13.604684	7579647119.580419	0.000000	0.230588	128468595.247126 
60.000000	12756000.000000	13.835272	7708115714.827543	0.000000	0.230588	128468595.247126 
61.000000	12756000.000000	14.065860	7836584310.074670	0.000000	0.230588	128468595.247126 
62.000000	12756000.000000	14.296447	7965052905.321795	0.000000	0.230588	128468595.247126 
63.000000	12756000.000000	14.527035	8093521500.568921	0.000000	0.230588	128468595.247126 
64.000000	12756000.000000	14.757623	8221990095.816046	0.000000	0.230588	128468595.247126 
65.000000	12756000.000000	14.988211	8350458691.063172	0.000000	0.230588	128468595.247126 
66.000000	12756000.000000	15.218799	8478927286.310297	0.000000	0.230588	128468595.247126 
67.000000	12756000.000000	15.449387	8607395881.557425	0.000000	0.230588	128468595.247126 
68.000000	12756000.000000	15.679975	8735864476.804548	0.000000	0.230588	128468595.247126 
69.000000	12756000.000000	15.910563	8864333072.051676	0.000000	0.230588	128468595.247126 
70.000000	12756000.000000	16.141150	8992801667.298800	0.000000	0.230588	128468595.247126 
71.000000	12756000.000000	16.371738	9121270262.545927	0.000000	0.230588	128468595.247126 
72.000000	12756000.000000	16.602326	9249738857.793051	0.000000	0.230588	128468595.247126 
73.000000	12756000.000000	16.832914	9378207453.040178	0.000000	0.230588	128468595.247126 
74.000000	12756000.000000	17.063502	9506676048.287302	0.000000	0.230588	128468595.247126 
75.000000	12756000.000000	17.294090	9635144643.534430	0.000000	0.230588	128468595.247126 
76.000000	12756000.000000	17.524678	9763613238.781553	0.000000	0.230588	128468595.247126 
77.000000	12756000.000000	17.755265	9892081834.028681	0.000000	0.230588	128468595.247126 
78.000000	12756000.000000	17.985853	10020550429.275805	0.000000	0.230588	128468595.247126 
79.000000	12756000.000000	18.216441	10149019024.522932	0.000000	0.230588	128468595.247126 
80.000000	12756000.000000	18.447029	10277487619.770056	0.000000	0.230588	128468595.247126 
81.000000	12756000.000000	18.677617	10405956215.017183	0.000000	0.230588	128468595.247126 
82.000000	12756000.000000	18.908205	10534424810.264307	0.000000	0.230588	128468595.247126 
83.000000	12756000.000000	19.138793	10662893405.511435	0.000000	0.230588	128468595.247126 
84.000000	12756000.000000	19.369380	10791362000.758558	0.000000	0.230588	128468595.247126 
85.000000	12756000.000000	19.599968	10919830596.005686	0.000000	0.230588	128468595.247126 
86.000000	12756000.000000	19.830556	11048299191.252810	0.000000	0.230588	128468595.247126 
87.000000	12756000.000000	20.061144	11176767786.499937	0.000000	0.230588	128468595.247126 
88.000000	12756000.000000	20.291732	11305236381.747061	0.000000	0.230588	128468595.247126 
89.000000	12756000.000000	20.522320	11433704976.994188	0.000000	0.230588	128468595.247126 
90.000000	12756000.000000	20.752908	11562173572.241312	0.000000	0.230588	128468595.247126 
