0.000000	20.000000	10.000000 
0.001000	20.202003	10.202003 
0.002000	20.401925	10.401925 
0.003000	20.599705	10.599705 
0.004000	20.795287	10.795287 
0.005000	20.988618	10.988618 
0.006000	21.179647	11.179647 
0.007000	21.368328	11.368328 
0.008000	21.554618	11.554618 
0.009000	21.738476	11.738476 
0.010000	21.919865	11.919865 
0.011000	22.098751	12.098751 
0.012000	22.275105	12.275105 
0.013000	22.448898	12.448898 
0.014000	22.620106	12.620106 
0.015000	22.788708	12.788708 
0.016000	22.954686	12.954686 
0.017000	23.118024	13.118024 
0.018000	23.278711	13.278711 
0.019000	23.436736	13.436736 
0.020000	23.592093	13.592093 
0.021000	23.744778	13.744778 
0.022000	23.894790	13.894790 
0.023000	24.042128	14.042128 
0.024000	24.186797	14.186797 
0.025000	24.328802	14.328802 
0.026000	24.468152	14.468152 
0.027000	24.604856	14.604856 
0.028000	24.738926	14.738926 
0.029000	24.870377	14.870377 
0.030000	24.999225	14.999225 
0.031000	25.125486	15.125486 
0.032000	25.249181	15.249181 
0.033000	25.370331	15.370331 
0.034000	25.488957	15.488957 
0.035000	25.605084	15.605084 
0.036000	25.718737	15.718737 
0.037000	25.829942	15.829942 
0.038000	25.938727	15.938727 
0.039000	26.045120	16.045120 
0.040000	26.149150	16.149150 
0.041000	26.250849	16.250849 
0.042000	26.350247	16.350247 
0.043000	26.447376	16.447376 
0.044000	26.542268	16.542268 
0.045000	26.634957	16.634957 
0.046000	26.725476	16.725476 
0.047000	26.813860	16.813860 
0.048000	26.900142	16.900142 
0.049000	26.984358	16.984358 
0.050000	27.066542	17.066542 
0.051000	27.146730	17.146730 
0.052000	27.224957	17.224957 
0.053000	27.301258	17.301258 
0.054000	27.375669	17.375669 
0.055000	27.448226	17.448226 
0.056000	27.518964	17.518964 
0.057000	27.587917	17.587917 
0.058000	27.655123	17.655123 
0.059000	27.720615	17.720615 
0.060000	27.784428	17.784428 
0.061000	27.846598	17.846598 
0.062000	27.907158	17.907158 
0.063000	27.966144	17.966144 
0.064000	28.023587	18.023587 
0.065000	28.079524	18.079524 
0.066000	28.133985	18.133985 
0.067000	28.187004	18.187004 
0.068000	28.238615	18.238615 
0.069000	28.288847	18.288847 
0.070000	28.337734	18.337734 
0.071000	28.385307	18.385307 
0.072000	28.431595	18.431595 
0.073000	28.476630	18.476630 
0.074000	28.520441	18.520441 
0.075000	28.563057	18.563057 
0.076000	28.604508	18.604508 
0.077000	28.644821	18.644821 
0.078000	28.684025	18.684025 
0.079000	28.722147	18.722147 
0.080000	28.759213	18.759213 
0.081000	28.795251	18.795251 
0.082000	28.830286	18.830286 
0.083000	28.864344	18.864344 
0.084000	28.897449	18.897449 
0.085000	28.929626	18.929626 
0.086000	28.960898	18.960898 
0.087000	28.991290	18.991290 
0.088000	29.020824	19.020824 
0.089000	29.049522	19.049522 
0.090000	29.077407	19.077407 
0.091000	29.104499	19.104499 
0.092000	29.130821	19.130821 
0.093000	29.156392	19.156392 
0.094000	29.181232	19.181232 
0.095000	29.205361	19.205361 
0.096000	29.228799	19.228799 
0.097000	29.251564	19.251564 
0.098000	29.273674	19.273674 
0.099000	29.295147	19.295147 
0.100000	29.316000	19.316000 
0.101000	29.336251	19.336251 
0.102000	29.355916	19.355916 
0.103000	29.375011	19.375011 
0.104000	29.393552	19.393552 
0.105000	29.411554	19.411554 
0.106000	29.429033	19.429033 
0.107000	29.446002	19.446002 
0.108000	29.462477	19.462477 
0.109000	29.478471	19.478471 
0.110000	29.493997	19.493997 
0.111000	29.509069	19.509069 
0.112000	29.523699	19.523699 
0.113000	29.537901	19.537901 
0.114000	29.551685	19.551685 
0.115000	29.565065	19.565065 
0.116000	29.578051	19.578051 
0.117000	29.590655	19.590655 
0.118000	29.602888	19.602888 
0.119000	29.614760	19.614760 
0.120000	29.626282	19.626282 
0.121000	29.637463	19.637463 
0.122000	29.648315	19.648315 
0.123000	29.658845	19.658845 
0.124000	29.669063	19.669063 
0.125000	29.678979	19.678979 
0.126000	29.688601	19.688601 
0.127000	29.697938	19.697938 
0.128000	29.706997	19.706997 
0.129000	29.715787	19.715787 
0.130000	29.724317	19.724317 
0.131000	29.732592	19.732592 
0.132000	29.740622	19.740622 
0.133000	29.748412	19.748412 
0.134000	29.755971	19.755971 
0.135000	29.763304	19.763304 
0.136000	29.770419	19.770419 
0.137000	29.777321	19.777321 
0.138000	29.784017	19.784017 
0.139000	29.790514	19.790514 
0.140000	29.796816	19.796816 
0.141000	29.802931	19.802931 
0.142000	29.808862	19.808862 
0.143000	29.814616	19.814616 
0.144000	29.820198	19.820198 
0.145000	29.825613	19.825613 
0.146000	29.830866	19.830866 
0.147000	29.835961	19.835961 
0.148000	29.840904	19.840904 
0.149000	29.845698	19.845698 
0.150000	29.850349	19.850349 
0.151000	29.854860	19.854860 
0.152000	29.859236	19.859236 
0.153000	29.863481	19.863481 
0.154000	29.867598	19.867598 
0.155000	29.871592	19.871592 
0.156000	29.875466	19.875466 
0.157000	29.879223	19.879223 
0.158000	29.882868	19.882868 
0.159000	29.886403	19.886403 
0.160000	29.889831	19.889831 
0.161000	29.893157	19.893157 
0.162000	29.896382	19.896382 
0.163000	29.899511	19.899511 
0.164000	29.902545	19.902545 
